Fish ID,Fish_ID_year,Processed by,Processed on,Sample #,Year,Sampled on,Site,Treatment,Species code,Length,Wet Weight ,Gut weight,Group,Lowest taxonomic classification,Digestion,N,Notes,Photo ID,Entered by,Entered on
NEPaPT03-18,NEPaPT03-18-2022,"CL, MB",20220701,NEPaPT03,2022,20220607,NEPaP,LS,LAGRHO,38,0.82,NA,Unidentifiable,NA,NA,NA,,,CL,20220711
NEPaPT03-19,NEPaPT03-19-2022,"CL, MB",20220701,NEPaPT03,2022,20220607,NEPaP,LS,LAGRHO,51,1.87,0.0172,Polychaete,NA,NA,NA,Chaetae AND MANDIBLES,NePaPT03-006,CL,20220711
NEPaPT03-20,NEPaPT03-20-2022,"CL, MB",20220701,NEPaPT03,2022,20220607,NEPaP,LS,LAGRHO,43,1.26,0.0162,Green algae,NA,NA,NA,,,CL,20220711
NEPaPT03-21,NEPaPT03-21-2022,"CL, MB",20220701,NEPaPT03,2022,20220607,NEPaP,LS,LAGRHO,41,1.09,0.0133,Brown algae,NA,NA,NA,,,CL,20220711
NEPaPT03-22,NEPaPT03-22-2022,"CL, MB",20220701,NEPaPT03,2022,20220607,NEPaP,LS,LAGRHO,42,1.18,0.0153,Empty,Empty,NA,NA,,,CL,20220711
NEPaPT03-23,NEPaPT03-23-2022,"CL, MB",20220701,NEPaPT03,2022,20220607,NEPaP,LS,BAICHR,54,1.59,0.0323,Crustacean,Shrimp,NA,NA,Fragments,,CL,20220711
NEPaPT03-23,NEPaPT03-23-2022,"CL, MB",20220701,NEPaPT03,2022,20220607,NEPaP,LS,BAICHR,54,1.59,0.0323,Polychaete,NA,NA,NA,Chaetae,,CL,20220711
NEPaPT04-01,NEPaPT04-01-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,48,1.56,0.0268,Fish,NA,NA,NA,Otoliths AND EYE LENSES,,CL,20220711
NEPaPT04-01,NEPaPT04-01-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,48,1.56,0.0268,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT04-02,NEPaPT04-02-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,47,1.29,0.016,Polychaete,NA,NA,NA,"Head, MANDIBLES, AND CHAETAE",,CL,20220711
NEPaPT04-02,NEPaPT04-02-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,47,1.29,0.016,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
NEPaPT04-02,NEPaPT04-02-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,47,1.29,0.016,Amphipod,NA,NA,1,,,CL,20220711
NEPaPT04-03,NEPaPT04-03-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,51,1.86,0.019,Brown algae,NA,NA,NA,,,CL,20220711
NEPaPT04-04,NEPaPT04-04-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,48,1.49,0.0144,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT04-05,NEPaPT04-05-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,48,1.32,0.0228,Amphipod,NA,NA,2,Heads,,CL,20220711
NEPaPT04-06,NEPaPT04-06-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,47,1.43,0.0343,Crustacean,Shrimp,NA,NA,Fragments,,CL,20220711
NEPaPT04-06,NEPaPT04-06-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,47,1.43,0.0343,Unidentifiable,NA,NA,NA,blood clots?,,CL,20220711
NEPaPT04-07,NEPaPT04-07-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,48,1.39,0.0162,Polychaete,NA,NA,NA,Mandibles AND CHAETAE,,CL,20220711
NEPaPT04-07,NEPaPT04-07-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,48,1.39,0.0162,Amphipod,NA,NA,1,Gammaridae,,CL,20220711
NEPaPT04-07,NEPaPT04-07-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,48,1.39,0.0162,Crustacean,Alpheidae,NA,1,Snapping shrimp,,CL,20220711
NEPaPT04-08,NEPaPT04-08-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,48,1.38,0.0156,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT04-09,NEPaPT04-09-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,42,1.05,0.0215,Amphipod,NA,NA,2,Tube dwelling,,CL,20220711
NEPaPT04-10,NEPaPT04-10-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,41,0.84,NA,Crustacean,Shrimp,NA,NA,Shell fragments,,CL,20220711
NEPaPT04-11,NEPaPT04-11-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,44,1.02,0.0049,Empty,Empty,NA,NA,,,CL,20220711
NEPaPT04-12,NEPaPT04-12-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,43,1.02,NA,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT04-12,NEPaPT04-12-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,43,1.02,NA,Crustacean,Shrimp,NA,NA,carapace fragments,,CL,20220711
NEPaPT04-13,NEPaPT04-13-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,41,0.86,NA,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT04-13,NEPaPT04-13-2022,CL,20220708,NEPaPT04,2022,20220607,NEPaP,LS,LAGRHO,41,0.86,NA,Copepod,NA,NA,2,,,CL,20220711
NEPaPT05-01,NEPaPT05-01-2022,CL,20220707,NEPaPT05,2022,20220607,NEPaP,LS,LAGRHO,53,1.96,0.0383,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT05-01,NEPaPT05-01-2022,CL,20220707,NEPaPT05,2022,20220607,NEPaP,LS,LAGRHO,53,1.96,0.0383,Crustacean,Shrimp,NA,NA,Legs,,CL,20220711
NEPaPT05-01,NEPaPT05-01-2022,CL,20220707,NEPaPT05,2022,20220607,NEPaP,LS,LAGRHO,53,1.96,0.0383,Amphipod,NA,NA,1,Gammaridae,,CL,20220711
NEPaPT05-03,NEPaPT05-03-2022,CL,20220707,NEPaPT05,2022,20220607,NEPaP,LS,LAGRHO,35,0.53,0.0058,Polychaete,NA,NA,NA,Chaetae,,CL,20220711
NEPaPT05-03,NEPaPT05-03-2022,CL,20220707,NEPaPT05,2022,20220607,NEPaP,LS,LAGRHO,35,0.53,0.0058,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT05-05,NEPaPT05-05-2022,CL,20220707,NEPaPT05,2022,20220607,NEPaP,LS,BAICHR,47,1.02,0.0154,Amphipod,NA,NA,9,Tube dwelling,,CL,20220711
NEPaPT05-06,NEPaPT05-06-2022,CL,20220707,NEPaPT05,2022,20220607,NEPaP,LS,BAICHR,49,1.04,0.0138,Amphipod,NA,NA,8,Tube dwelling,,CL,20220711
NEPaPT05-07,NEPaPT05-07-2022,CL,20220707,NEPaPT05,2022,20220607,NEPaP,LS,BAICHR,40,0.7,0.0075,Amphipod,NA,NA,4,Tube dwelling,,CL,20220711
NEPaPT05-08,NEPaPT05-08-2022,CL,20220707,NEPaPT05,2022,20220607,NEPaP,LS,BAICHR,47,0.95,0.0074,Amphipod,NA,NA,5,Tube dwelling,,CL,20220711
NEPaPT04-14,NEPaPT04-14-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,41,0.67,0.0288,Crustacean,Shrimp,NA,NA,Eyes AND LEGS,,CL,20220711
NEPaPT04-14,NEPaPT04-14-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,41,0.67,0.0288,Amphipod,NA,NA,3,Tube dwelling,,CL,20220711
NEPaPT04-15,NEPaPT04-15-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,42,0.65,0.0085,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
NEPaPT04-15,NEPaPT04-15-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,42,0.65,0.0085,Amphipod,NA,NA,1,Tube dwelling,,CL,20220711
NEPaPT04-16,NEPaPT04-16-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,44,0.8,0.0138,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
NEPaPT04-16,NEPaPT04-16-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,44,0.8,0.0138,Sediment,NA,NA,NA,Sand,,CL,20220711
NEPaPT04-17,NEPaPT04-17-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,45,0.78,0.0219,Amphipod,NA,NA,5,Tube dwelling,,CL,20220711
NEPaPT04-18,NEPaPT04-18-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,45,0.75,0.0079,Amphipod,NA,NA,1,Tube dwelling,,CL,20220711
NEPaPT04-18,NEPaPT04-18-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,45,0.75,0.0079,Crustacean,Shrimp,NA,1,pincher,,CL,20220711
NEPaPT04-19,NEPaPT04-19-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,48,0.97,0.0114,Amphipod,NA,NA,3,Tube dwelling,,CL,20220711
NEPaPT04-20,NEPaPT04-20-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,46,0.86,0.0095,Crustacean,Shrimp,NA,1,Leg ,,CL,20220711
NEPaPT04-21,NEPaPT04-21-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,46,0.96,0.0104,Empty,Empty,NA,NA,,,CL,20220711
NEPaPT04-22,NEPaPT04-22-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,48,0.98,0.0114,Amphipod,NA,NA,1,Tube dwelling,,CL,20220711
NEPaPT04-22,NEPaPT04-22-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,48,0.98,0.0114,Sediment,NA,NA,NA,Sand,,CL,20220711
NEPaPT04-23,NEPaPT04-23-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,48,0.9,0.0281,Crustacean,Paleomonidae,NA,2,Whole grass shrimp,,CL,20220711
NEPaPT04-23,NEPaPT04-23-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,48,0.9,0.0281,Amphipod,NA,NA,3,Tube dwelling,,CL,20220711
NEPaPT04-23,NEPaPT04-23-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,48,0.9,0.0281,Fish,NA,NA,1,Spine,,CL,20220711
NEPaPT04-24,NEPaPT04-24-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,46,0.84,0.0911,Crustacean,Penaeidae,NA,1,Whole white shrimp,,CL,20220711
NEPaPT04-24,NEPaPT04-24-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,46,0.84,0.0911,Crustacean,Shrimp,NA,NA,Fragments,,CL,20220711
NEPaPT04-24,NEPaPT04-24-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,46,0.84,0.0911,Amphipod,NA,NA,1,Tube dwelling,,CL,20220711
NEPaPT04-24,NEPaPT04-24-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,46,0.84,0.0911,SAV,NA,NA,NA,seagrass,,CL,20220711
NEPaPT04-25,NEPaPT04-25-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,56,1.65,0.0335,Crustacean,Shrimp,NA,NA,Head AND FRAGMENTS,,CL,20220711
NEPaPT04-26,NEPaPT04-26-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,65,2.81,0.0941,Crustacean,Penaeidae,NA,1,Whole white shrimp,,CL,20220711
NEPaPT04-26,NEPaPT04-26-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,65,2.81,0.0941,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT04-27,NEPaPT04-27-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,62,2.53,0.0292,Amphipod,NA,NA,2,Tube dwelling,,CL,20220711
NEPaPT04-27,NEPaPT04-27-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,62,2.53,0.0292,Copepod,NA,NA,1,,,CL,20220711
NEPaPT04-27,NEPaPT04-27-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,62,2.53,0.0292,Sediment,NA,NA,NA,Sand,,CL,20220711
NEPaPT04-28,NEPaPT04-28-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,53,1.47,0.117,Crustacean,Paleomonidae,NA,1,"Whole grass shrimp, 25mm",,CL,20220711
NEPaPT04-28,NEPaPT04-28-2022,CL,20220711,NEPaPT04,2022,20220607,NEPaP,LS,BAICHR,53,1.47,0.117,Amphipod,NA,NA,NA,Tube dwelling,,CL,20220711
NEPaPC02-01,NEPaPC02-01-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,SPHPAR,32,0.73,0.0295,Amphipod,NA,NA,NA,Tube dwelling,,CG,20230220
NEPaPC02-01,NEPaPC02-01-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,SPHPAR,32,0.73,0.0295,Crustacean,Crab,NA,1,crab leg,,CG,20230220
NEPaPC02-01,NEPaPC02-01-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,SPHPAR,32,0.73,0.0295,Crustacean,Megalopae,NA,1,,,CG,20230220
NEPaPC02-02,NEPaPC02-02-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,SPHPAR,39,1.02,0.0452,SAV,NA,NA,NA,,,CG,20230220
NEPaPC02-02,NEPaPC02-02-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,SPHPAR,39,1.02,0.0452,Crustacean,Crab,NA,1,,,CG,20230220
NEPaPC02-02,NEPaPC02-02-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,SPHPAR,39,1.02,0.0452,Crustacean,NA,NA,NA,,,CG,20230220
NEPaPC02-03,NEPaPC02-03-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,CYNARE,65,2.23,0.061,Empty,NA,NA,NA,,,CG,20230220
NEPaPC02-04,NEPaPC02-04-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,BAICHR,37,0.48,0.013,Ostracod,NA,NA,NA,,,CG,20230220
NEPaPC02-05,NEPaPC02-05-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,BAICHR,33,0.41,0.027,Amphipod,NA,NA,NA,,,CG,20230220
NEPaPC02-06,NEPaPC02-06-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,BAICHR,36,0.43,0.029,Amphipod,NA,NA,NA,,,CG,20230220
NEPaPC02-06,NEPaPC02-06-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,BAICHR,36,0.43,0.029,Crustacean,Penaeidae,NA,1,,,CG,20230220
NEPaPC02-07,NEPaPC02-07-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,BAICHR,35,0.45,0.034,Amphipod,NA,NA,NA,,,CG,20230220
NEPaPC02-07,NEPaPC02-07-2022,MB,20220816,NEPaPC02,2022,20220607,NEPaP,CT,BAICHR,35,0.45,0.034,Crustacean,Penaeidae,NA,1,,,CG,20230220
NEPaPC03-01,NEPaPC03-01-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,132,20.24,0.84,Crustacean,Penaeidae,NA,1,telson,,CG,20230220
NEPaPC03-01,NEPaPC03-01-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,132,20.24,0.84,Crustacean,Crab,NA,1,mud crab,,CG,20230220
NEPaPC03-01,NEPaPC03-01-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,132,20.24,0.84,Green algae,NA,NA,NA,,,CG,20230220
NEPaPC03-02,NEPaPC03-02-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,134,17.53,0.71,Fish,NA,NA,NA,scale/otolith,,CG,20230220
NEPaPC03-02,NEPaPC03-02-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,134,17.53,0.71,Crustacean,Penaeidae,NA,NA,appendage,,CG,20230220
NEPaPC03-02,NEPaPC03-02-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,134,17.53,0.71,Polychaete,NA,NA,NA,chaetae,,CG,20230220
NEPaPC03-02,NEPaPC03-02-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,134,17.53,0.71,Crustacean,Crab,NA,NA,mud crab,,CG,20230220
NEPaPC03-03,NEPaPC03-03-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,137,21.05,0.93,Crustacean,Shrimp,NA,NA,eyes,,CG,20230220
NEPaPC03-03,NEPaPC03-03-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,137,21.05,0.93,Amphipod,NA,NA,1,Tube dwelling,,CG,20230220
NEPaPC03-03,NEPaPC03-03-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,137,21.05,0.93,Green algae,NA,NA,NA,,,CG,20230220
NEPaPC03-03,NEPaPC03-03-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,ARIFEL,137,21.05,0.93,Unidentifiable,NA,NA,NA,mush,,CG,20230220
NEPaPC03-04,NEPaPC03-04-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,MENAME,68,2.61,NA,Sediment,NA,NA,NA,,,CG,20230220
NEPaPC03-05,NEPaPC03-05-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,MENAME,49,0.92,NA,Crustacean,NA,NA,NA,eyes,,CG,20230220
NEPaPC03-05,NEPaPC03-05-2022,MB,20220816,NEPaPC03,2022,20220607,NEPaP,CT,MENAME,49,0.92,NA,Sediment,NA,NA,NA,,,CG,20230220
MIT01-01,MIT01-01-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,271,135.7,8.51,Fish,NA,NA,NA,scales/bones,MIT01-001 to MIT01-006,CG,20230220
MIT01-01,MIT01-01-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,271,135.7,8.51,Crustacean,NA,NA,NA,eyes,,CG,20230220
MIT01-01,MIT01-01-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,271,135.7,8.51,Crustacean,Crab,NA,NA,legs,,CG,20230220
MIT01-01,MIT01-01-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,271,135.7,8.51,Isopod,NA,NA,NA,,,CG,20230220
MIT01-01,MIT01-01-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,271,135.7,8.51,Bivalve,NA,NA,1,shell,,CG,20230220
MIT01-01,MIT01-01-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,271,135.7,8.51,Crustacean,Shrimp,NA,1,carapace,,CG,20230220
MIT01-01,MIT01-01-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,271,135.7,8.51,Crustacean,Crab,NA,5,whole crabs,,CG,20230220
MIT01-02,MIT01-02-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,159,28.89,1.96,Bivalve,NA,NA,NA,shell fragments,,CG,20230220
MIT01-02,MIT01-02-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,159,28.89,1.96,Crustacean,Crab,NA,NA,legs,,CG,20230220
MIT01-03,MIT01-03-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,153,24.59,1.72,Bivalve,NA,NA,NA,shell fragments,,CG,20230220
MIT01-03,MIT01-03-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,153,24.59,1.72,Crustacean,Penaeidae,NA,NA,fragments,,CG,20230220
MIT01-03,MIT01-03-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,153,24.59,1.72,Polychaete,NA,NA,NA,,,CG,20230220
MIT01-04,MIT01-04-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,158,26.24,1.78,Crustacean,Crab,NA,1,claw,MIT01-007,CG,20230220
MIT01-04,MIT01-04-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,158,26.24,1.78,Bivalve,NA,NA,NA,shell fragnments,,CG,20230220
MIT01-04,MIT01-04-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,158,26.24,1.78,SAV,NA,NA,NA,seagrass,,CG,20230220
MIT01-05,MIT01-05-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,163,31.93,2.03,Bivalve,NA,NA,NA,shell fragnments,MIT01-008,CG,20230220
MIT01-05,MIT01-05-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,163,31.93,2.03,Fish,NA,NA,NA,fin rays,,CG,20230220
MIT01-06,MIT01-06-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,161,39.47,3.97,SAV,NA,NA,NA,seagrass,,CG,20230220
MIT01-06,MIT01-06-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,161,39.47,3.97,Fish,NA,NA,NA,bones,,CG,20230220
MIT01-06,MIT01-06-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,161,39.47,3.97,Bivalve,NA,NA,NA,shell fragments,,CG,20230220
MIT01-07,MIT01-07-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,161,29.44,2.06,Amphipod,NA,NA,1,,,CG,20230220
MIT01-07,MIT01-07-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,161,29.44,2.06,Crustacean,Shrimp,NA,NA,fragments,,CG,20230220
MIT01-07,MIT01-07-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,161,29.44,2.06,Bivalve,NA,NA,NA,shell fragments,,CG,20230220
MIT01-07,MIT01-07-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,161,29.44,2.06,SAV,NA,NA,NA,seagrass,,CG,20230220
MIT01-08,MIT01-08-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,144,20.03,1.17,Isopod,NA,NA,1,,,CG,20230220
MIT01-08,MIT01-08-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,144,20.03,1.17,Crustacean,NA,NA,NA,eyes,,CG,20230220
MIT01-08,MIT01-08-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,144,20.03,1.17,Bivalve,NA,NA,NA,shell fragments,,CG,20230220
MIT01-08,MIT01-08-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,144,20.03,1.17,SAV,NA,NA,NA,seagrass,,CG,20230220
MIT01-08,MIT01-08-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,144,20.03,1.17,Green algae,NA,NA,NA,,,CG,20230220
MIT01-09,MIT01-09-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,167,33.31,2.64,Crustacean,Crab,NA,1,,,CG,20230220
MIT01-09,MIT01-09-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,167,33.31,2.64,Isopod,NA,NA,1,,,CG,20230220
MIT01-09,MIT01-09-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,167,33.31,2.64,Bivalve,NA,NA,NA,shell fragments,,CG,20230220
MIT01-09,MIT01-09-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,167,33.31,2.64,Fish,NA,NA,NA,scales,,CG,20230220
MIT01-09,MIT01-09-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,167,33.31,2.64,SAV,NA,NA,NA,seagrass,,CG,20230220
MIT01-10,MIT01-10-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,155,24.79,2.01,Isopod,NA,NA,NA,,,CG,20230220
MIT01-10,MIT01-10-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,155,24.79,2.01,Crustacean,NA,NA,NA,eyes,,CG,20230220
MIT01-10,MIT01-10-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,155,24.79,2.01,SAV,NA,NA,NA,seagrass,,CG,20230220
MIT01-11,MIT01-11-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,167,36.25,2.62,Bivalve,NA,NA,NA,shell fragments,,CG,20230220
MIT01-11,MIT01-11-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,167,36.25,2.62,Crustacean,NA,NA,NA,eyes,,CG,20230220
MIT01-12,MIT01-12-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,171,37.94,2.91,SAV,NA,NA,NA,seagrass,,CG,20230220
MIT01-12,MIT01-12-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,171,37.94,2.91,Fish,NA,NA,NA,bones,,CG,20230220
MIT01-13,MIT01-13-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,165,29.77,1.59,Crustacean,Crab,NA,NA,legs,,CG,20230220
MIT01-13,MIT01-13-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,165,29.77,1.59,Bivalve,NA,NA,NA,shell fragments,,CG,20230220
MIT01-13,MIT01-13-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,165,29.77,1.59,Isopod,NA,NA,NA,,,CG,20230220
MIT01-14,MIT01-14-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,140,14.81,1.22,Amphipod,NA,NA,37,,MIT01-009,CG,20230220
MIT01-14,MIT01-14-2022,MB,20220914,MIT01,2022,20220623,MI,LS,ARIFEL,140,14.81,1.22,Isopod,NA,NA,3,,,CG,20230220
MIT03-01,MIT03-01-2022,MB,20220914,MIT03,2022,20220623,MI,LS,ARIFEL,166,31.77,2.31,Bivalve,NA,NA,NA,shell fragments,,CG,20230220
MIT03-01,MIT03-01-2022,MB,20220914,MIT03,2022,20220623,MI,LS,ARIFEL,166,31.77,2.31,Polychaete,NA,NA,5,,,CG,20230220
MIT03-02,MIT03-02-2022,MB,20220914,MIT03,2022,20220623,MI,LS,ARIFEL,160,30.58,2.23,Brown algae,NA,NA,NA,,,CG,20230220
MIT03-02,MIT03-02-2022,MB,20220914,MIT03,2022,20220623,MI,LS,ARIFEL,160,30.58,2.23,SAV,NA,NA,NA,seagrass,,CG,20230220
MIT03-02,MIT03-02-2022,MB,20220914,MIT03,2022,20220623,MI,LS,ARIFEL,160,30.58,2.23,Bivalve,NA,NA,NA,shell fragments,,CG,20230220
MIT03-02,MIT03-02-2022,MB,20220914,MIT03,2022,20220623,MI,LS,ARIFEL,160,30.58,2.23,Crustacean,NA,NA,NA,eyes,,CG,20230220
MIT03-03,MIT03-03-2022,MB,20220914,MIT03,2022,20220623,MI,LS,ARIFEL,215,76.03,4.02,Crustacean,Shrimp,NA,NA,fragments,,CG,20230220
